iso_code,region_group,income_group,country,survey,year,level,grade,category,Sex,Location,Wealth,Region,Ethnicity,Religion,Language,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,eduyears_2024_m,edu2_2024_m,edu4_2024_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,preschool_3_m,preschool_3_no,preschool_1ybefore_m,preschool_1ybefore_no,edu0_prim_m,edu0_prim_no,trans_prim_m,trans_prim_no,trans_lowsec_m,trans_lowsec_no,comp_higher_2yrs_2529_m,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_m,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_m,comp_higher_4yrs_3034_no,attend_higher_1822_m,attend_higher_1822_no,overage2plus_m,overage2plus_no,literacy_1524_m,literacy_1524_no,mlevel1_m,mlevel1_no,mlevel1_sd,rlevel1_m,rlevel1_no,rlevel1_sd,slevel1_m,slevel1_no,slevel1_sd,mlevel2_m,mlevel2_no,rlevel2_m,rlevel2_no,slevel2_m,slevel2_no,mlevel3_m,mlevel3_no,rlevel3_m,rlevel3_no,slevel3_m,slevel3_no,mlevel4_m,mlevel4_no,rlevel4_m,rlevel4_no,slevel4_m,slevel4_no
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Male,Rural,Quintile 4,,,,,0.7766,0.5632,0.1017,,,,0.0798,0.0487,0.0748,0.0684,0.0407,0.2028,,,,,,,219,219,219,,,,,0,,0,0.1415,398,0.8786,250,0.7804,164,0.1075,195,0.0364,195,0.0441,164,0.1807,227,0.3561,562,0.9356,380,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Male,Rural,Quintile 5,,,,,0.8378,0.7632,0.2581,,,,0.0962,0.0203,0.0472,0.018,0.0574,0.1679,,,,,,,105,105,105,,,,,0,,0,0.049,173,0.9459,102,0.8263,106,0.3133,107,0.1669,107,0.1073,93,0.4319,101,0.2107,274,0.9791,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Male,Urban,Quintile 1,,,,,0.5101,,,,,,,,,0.1815,0.1467,0.2178,,,,,,,15,15,15,,,,,0,,0,0.3041,56,,21,,3,,14,,14,,10,,12,0.5145,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Male,Urban,Quintile 2,,,,,,0.2005,,,,,0.0366,0.42,0.4888,0.1747,0.2077,0.6143,,,,,,,32,32,32,,,,,0,,0,0.3501,86,,20,,15,0.0069,37,0.0069,37,0,39,0.0173,32,0.3994,118,0.873,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Male,Urban,Quintile 3,,,,,0.4798,0.3085,,,,,0.0368,0.4419,0.4606,0.1221,0.3398,0.344,,,,,,,33,33,33,,,,,0,,0,0.2186,86,0.8784,34,,16,,25,,25,,17,0.0089,32,0.3906,124,0.6697,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Male,Urban,Quintile 4,,,,,0.6719,0.566,0.0877,,,,0.0685,0.1407,0.2288,0.0624,0.1832,0.343,,,,,,,86,86,86,,,,,0,,0,0.211,161,0.8436,115,0.7775,85,0.0845,86,0.016,86,0.0265,75,0.1543,92,0.4115,245,0.966,172,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Sex & Wealth,Male,Urban,Quintile 5,,,,,0.8308,0.7621,0.2286,,,,0.0875,0.09,0.1446,0.0169,0.088,0.2265,,,,,,,342,342,342,,,,,0,,0,0.091,353,0.9479,282,0.879,296,0.3095,283,0.1419,283,0.243,225,0.4639,333,0.2037,574,0.9699,582,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Wealth,,Rural,Quintile 1,,,,,0.4637,0.2361,0.0066,,,,0.031,0.5029,0.5977,0.1816,0.1803,0.4308,,,,,,,614,614,614,,,,,0,,0,0.3096,1409,0.7433,402,0.6116,157,0.019,504,0,504,0.0024,459,0.035,596,0.4685,2065,0.6219,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Wealth,,Rural,Quintile 2,,,,,0.5456,0.2372,0.0194,,,,0.0375,0.4241,0.512,0.1389,0.1688,0.4194,,,,,,,513,513,513,,,,,0,,0,0.2438,1046,0.766,379,0.7032,176,0.0061,445,0,445,0.0067,381,0.0339,548,0.4261,1500,0.7148,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Wealth,,Rural,Quintile 3,,,,,0.6175,0.299,0.018,,,,0.043,0.3812,0.4521,0.0995,0.1171,0.37,,,,,,,568,568,568,,,,,0,,0,0.2082,877,0.8259,424,0.7132,208,0.0153,449,0.0056,449,0.0138,378,0.0674,575,0.3982,1334,0.7316,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Wealth,,Rural,Quintile 4,,,,,0.7598,0.5321,0.0454,,,,0.0641,0.1844,0.2375,0.083,0.0653,0.2633,,,,,,,569,569,569,,,,,0,,0,0.1514,798,0.8736,523,0.7327,368,0.0577,449,0.0211,449,0.0206,350,0.1465,598,0.3567,1132,0.8816,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Wealth,,Rural,Quintile 5,,,,,0.8457,0.7598,0.1709,,,,0.0845,0.081,0.1087,0.0119,0.0463,0.1951,,,,,,,272,272,272,,,,,0,,0,0.0596,324,0.9194,211,0.7976,213,0.1706,266,0.0742,266,0.062,178,0.3006,259,0.2226,501,0.9523,682,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Wealth,,Urban,Quintile 1,,,,,0.5012,0.1855,,,,,0.0266,0.5085,0.63,0.2031,0.0941,0.3933,,,,,,,42,42,42,,,,,0,,0,0.295,125,0.6253,42,,10,0,40,0,40,0,39,0.0086,39,0.5352,173,0.5322,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Wealth,,Urban,Quintile 2,,,,,0.6372,0.2047,0,,,,0.0278,0.5039,0.6178,0.1894,0.1578,0.5937,,,,,,,103,103,103,,,,,0,,0,0.328,159,0.828,45,,26,0.0031,91,0.0031,91,0,71,0.0119,100,0.3948,227,0.7131,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Wealth,,Urban,Quintile 3,,,,,0.5178,0.2476,0,,,,0.0291,0.57,0.5908,0.1117,0.2603,0.4171,,,,,,,85,85,85,,,,,0,,0,0.2097,156,0.8391,78,0.7356,34,0,56,0,56,0.0076,52,0.0408,86,0.4144,228,0.6447,179,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Wealth,,Urban,Quintile 4,,,,,0.6452,0.5044,0.0539,,,,0.0571,0.2488,0.322,0.138,0.1424,0.3566,,,,,,,244,244,244,,,,,0,,0,0.1804,310,0.8515,212,0.7301,175,0.0494,194,0.0145,194,0.014,150,0.1135,244,0.4042,460,0.8873,501,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Location & Wealth,,Urban,Quintile 5,,,,,0.825,0.7253,0.2145,,,,0.0846,0.1099,0.1514,0.0327,0.0806,0.1966,,,,,,,700,700,700,,,,,0,,0,0.0968,665,0.9467,561,0.8781,549,0.2239,595,0.1013,595,0.1612,450,0.4068,682,0.202,1111,0.9598,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex,Female,,,,,,,0.5881,0.3698,0.042,,,,0.0451,0.4046,0.4686,0.1417,0.1713,0.4061,,,,,,,2257,2257,2257,,,,,0,,0,0.2447,2883,0.8276,1416,0.746,952,0.0378,1792,0.0138,1792,0.0083,1393,0.1094,2266,0.3823,4224,0.7063,5139,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex,Male,,,,,,,0.6895,0.4907,0.1096,,,,0.0716,0.1194,0.1853,0.0877,0.0747,0.2574,,,,,,,1453,1453,1453,,,,,0,,0,0.1738,2986,0.8589,1461,0.7744,964,0.127,1297,0.0537,1297,0.0707,1115,0.212,1461,0.375,4507,0.9171,2347,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex & Wealth,Female,,Quintile 1,,,,,0.3575,0.1864,0.0076,,,,0.0203,0.6486,0.734,0.2071,0.2536,0.5523,,,,,,,423,423,423,,,,,0,,0,0.3547,812,0.6753,207,0.689,79,0.0094,341,0,341,0,293,0.0272,415,0.4606,1130,0.4687,876,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex & Wealth,Female,,Quintile 2,,,,,0.4924,0.2068,0.0061,,,,0.0266,0.556,0.6452,0.157,0.2451,0.5149,,,,,,,401,401,401,,,,,0,,0,0.3047,575,0.7238,212,0.7314,92,0,315,0,315,0,267,0.0179,412,0.4319,825,0.5603,828,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex & Wealth,Female,,Quintile 3,,,,,0.5612,0.2618,7.00E-04,,,,0.0308,0.5511,0.6124,0.1534,0.1813,0.4448,,,,,,,400,400,400,,,,,0,,0,0.2491,484,0.8365,239,0.7048,127,0.0045,303,0.0033,303,0,262,0.0463,409,0.411,720,0.5788,864,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex & Wealth,Female,,Quintile 4,,,,,0.73,0.5,0.016,,,,0.0536,0.2755,0.3444,0.1135,0.089,0.3209,,,,,,,508,508,508,,,,,0,,0,0.1597,549,0.8684,370,0.694,294,0.0189,362,0.0097,362,0,261,0.1207,523,0.362,785,0.8112,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex & Wealth,Female,,Quintile 5,,,,,0.8356,0.7129,0.1613,,,,0.0798,0.1243,0.1522,0.0276,0.0525,0.1889,,,,,,,525,525,525,,,,,0,,0,0.0878,463,0.9232,388,0.8283,360,0.1141,471,0.0406,471,0.0397,310,0.2885,507,0.2173,764,0.9316,1468,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex & Wealth,Male,,Quintile 1,,,,,0.5856,0.3157,0.0046,,,,0.0505,0.234,0.3474,0.1538,0.0945,0.2824,,,,,,,233,233,233,,,,,0,,0,0.2598,722,0.7965,237,0.5258,88,0.0343,203,0,203,0.0053,205,0.048,220,0.479,1108,0.8124,284,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex & Wealth,Male,,Quintile 2,,,,,0.619,0.2796,0.0393,,,,0.0566,0.1871,0.2772,0.1261,0.0784,0.3013,,,,,,,215,215,215,,,,,0,,0,0.1915,630,0.8087,212,0.6766,110,0.014,221,4.00E-04,221,0.0158,185,0.0588,236,0.4184,902,0.8625,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex & Wealth,Male,,Quintile 3,,,,,0.6628,0.3469,0.0448,,,,0.0607,0.134,0.2147,0.0536,0.0659,0.2915,,,,,,,253,253,253,,,,,0,,0,0.173,549,0.8175,263,0.7254,115,0.03,202,0.0085,202,0.0337,168,0.0993,252,0.3889,842,0.8805,330,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex & Wealth,Male,,Quintile 4,,,,,0.7619,0.5635,0.0994,,,,0.0782,0.062,0.097,0.0676,0.0602,0.2213,,,,,,,305,305,305,,,,,0,,0,0.1504,559,0.8743,365,0.78,249,0.1042,281,0.0335,281,0.0412,239,0.177,319,0.3635,807,0.9395,552,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Sex & Wealth,Male,,Quintile 5,,,,,0.8336,0.7625,0.2378,,,,0.0903,0.0674,0.113,0.0175,0.0742,0.2028,,,,,,,447,447,447,,,,,0,,0,0.0696,526,0.9471,384,0.8597,402,0.311,390,0.1517,390,0.1823,318,0.454,434,0.2072,848,0.9737,837,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Total,,,,,,,,0.6363,0.4232,0.0687,,,,0.0555,0.2927,0.3574,0.1139,0.1243,0.3369,,,,,,,3710,3710,3710,,,,,0,,0,0.2085,5869,0.8436,2877,0.7601,1916,0.0754,3089,0.0306,3089,0.0368,2508,0.15,3727,0.3785,8731,0.8192,7486,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Wealth,,,Quintile 1,,,,,0.4645,0.2352,0.0065,,,,0.0309,0.503,0.5982,0.1819,0.1786,0.4301,,,,,,,656,656,656,,,,,0,,0,0.3093,1534,0.7401,444,0.6067,167,0.0187,544,0,544,0.0024,498,0.0345,635,0.4698,2238,0.6205,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Wealth,,,Quintile 2,,,,,0.5475,0.2361,0.018,,,,0.0369,0.4288,0.5183,0.1409,0.1685,0.4242,,,,,,,616,616,616,,,,,0,,0,0.2471,1205,0.7676,424,0.704,202,0.006,536,2.00E-04,536,0.0063,452,0.0327,648,0.4249,1727,0.7147,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Wealth,,,Quintile 3,,,,,0.6138,0.2968,0.0172,,,,0.0424,0.3892,0.458,0.1,0.1219,0.3721,,,,,,,653,653,653,,,,,0,,0,0.2083,1033,0.8264,502,0.714,242,0.0149,505,0.0054,505,0.0136,430,0.0662,661,0.3988,1562,0.728,1194,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Wealth,,,Quintile 4,,,,,0.7455,0.529,0.0467,,,,0.0631,0.1932,0.249,0.0899,0.0746,0.2746,,,,,,,813,813,813,,,,,0,,0,0.155,1108,0.8712,735,0.7324,543,0.0565,643,0.0202,643,0.0196,500,0.1423,842,0.3627,1592,0.8823,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2006,,,Wealth,,,Quintile 5,,,,,0.8347,0.7396,0.1978,,,,0.0846,0.0984,0.1344,0.0221,0.0632,0.196,,,,,,,972,972,972,,,,,0,,0,0.0781,989,0.9354,772,0.8455,762,0.2003,861,0.0893,861,0.1165,628,0.3667,941,0.2119,1612,0.9567,2305,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location,,Rural,,,,,,0.7367,0.5653,,,,,0.0654,0.197,0.2533,0.0876,0.0812,0.2069,,,,,,,2816,2816,2816,,,,,0,,0,0.1431,4626,0.8897,2889,0.7948,2019,0,2263,0,2263,0,2034,0.2809,2811,0.3192,6782,0.886,5883,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location,,Urban,,,,,,0.8654,0.7752,,,,,0.085,0.0787,0.1226,0.0317,0.0446,0.1263,,,,,,,1370,1370,1370,,,,,0,,0,0.0884,1464,0.9408,1182,0.9285,1177,0,1120,0,1120,0,956,0.4977,1317,0.2174,2154,0.9673,3109,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex,Female,Rural,,,,,,0.7,0.5097,,,,,0.0583,0.2667,0.3276,0.1196,0.1149,0.2486,,,,,,,1801,1801,1801,,,,,0,,0,0.152,2211,0.8803,1474,0.8043,1026,0,1389,0,1389,0,1180,0.2331,1773,0.3047,3254,0.8219,4239,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex,Female,Urban,,,,,,0.8555,0.769,,,,,0.08,0.1226,0.1676,0.0311,0.0564,0.1213,,,,,,,753,753,753,,,,,0,,0,0.0692,723,0.9492,574,0.9324,606,0,621,0,621,0,515,0.4696,712,0.2046,1039,0.9454,2187,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex,Male,Rural,,,,,,0.7765,0.6349,,,,,0.0779,0.0745,0.1226,0.0572,0.0495,0.1577,,,,,,,1015,1015,1015,,,,,0,,0,0.1352,2415,0.8996,1415,0.7849,993,0,874,0,874,0,854,0.3611,1038,0.3321,3528,0.9479,1644,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex,Male,Urban,,,,,,0.8743,0.7822,,,,,0.0907,0.0285,0.0712,0.0322,0.0326,0.1308,,,,,,,617,617,617,,,,,0,,0,0.1076,741,0.9332,608,0.9244,571,0,499,0,499,0,441,0.5289,605,0.2294,1115,0.9863,922,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Female,Rural,Quintile 1,,,,,0.537,0.2621,,,,,0.0269,0.5413,0.6315,0.1643,0.1696,0.3762,,,,,,,389,389,389,,,,,0,,0,0.1725,791,0.8105,349,0.6502,134,0,360,0,360,0,336,0.068,399,0.3471,1208,0.5785,875,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Female,Rural,Quintile 2,,,,,0.6416,0.4607,,,,,0.0434,0.3624,0.4543,0.16,0.1303,0.3052,,,,,,,414,414,414,,,,,0,,0,0.1942,564,0.8634,386,0.7272,238,0,330,0,330,0,250,0.1008,432,0.355,802,0.7396,907,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Female,Rural,Quintile 3,,,,,0.709,0.4569,,,,,0.0517,0.3059,0.3833,0.0857,0.138,0.2668,,,,,,,414,414,414,,,,,0,,0,0.1682,383,0.8772,327,0.7947,268,0,270,0,270,0,234,0.2054,403,0.3172,556,0.7917,930,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Female,Rural,Quintile 4,,,,,0.8387,0.6928,,,,,0.0745,0.123,0.1627,0.0861,0.0664,0.1546,,,,,,,356,356,356,,,,,0,,0,0.1161,290,0.9279,264,0.8205,244,0,234,0,234,0,192,0.3409,339,0.2349,419,0.922,849,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Female,Rural,Quintile 5,,,,,0.9486,0.8482,,,,,0.0934,0.0387,0.0387,0.0153,0.0054,0.0372,,,,,,,228,228,228,,,,,0,,0,0.0412,183,0.9247,148,0.9533,142,0,195,0,195,0,168,0.4907,200,0.1868,269,0.9856,678,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Female,Urban,Quintile 1,,,,,0.3963,,,,,,0.0171,0.5921,0.8651,0.2307,0.2776,0.4696,,,,,,,34,34,34,,,,,0,,0,0.2923,62,,16,,6,,23,,23,,28,,27,0.4511,82,0.473,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Female,Urban,Quintile 2,,,,,0.5698,0.3781,,,,,,,,0.1204,0.0372,0.3713,,,,,,,23,23,23,,,,,0,,0,0.0978,43,0.8432,30,,20,,23,,23,,21,0.081,32,0.3932,66,0.5171,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Female,Urban,Quintile 3,,,,,0.6972,0.6237,,,,,0.0528,0.2249,0.3164,0.068,0.0959,0.1477,,,,,,,84,84,84,,,,,0,,0,0.0967,94,0.8253,62,0.7977,50,0,44,0,44,0,44,0.2382,79,0.369,149,0.7973,168,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Female,Urban,Quintile 4,,,,,0.8381,0.7002,,,,,0.0682,0.1772,0.2206,0.0228,0.0633,0.1636,,,,,,,197,197,197,,,,,0,,0,0.0771,178,0.9496,146,0.8683,171,0,163,0,163,0,113,0.3458,186,0.2384,250,0.9156,498,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Female,Urban,Quintile 5,,,,,0.9294,0.8563,,,,,0.0932,0.0447,0.0701,0.0066,0.0298,0.0614,,,,,,,415,415,415,,,,,0,,0,0.0391,346,0.9714,320,0.966,359,0,368,0,368,0,309,0.5755,388,0.1238,492,0.9817,1406,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Male,Rural,Quintile 1,,,,,0.649,0.4908,,,,,0.0553,0.2143,0.2998,0.1139,0.0728,0.217,,,,,,,211,211,211,,,,,0,,0,0.178,855,0.8417,328,0.6625,188,0,195,0,195,0,238,0.1724,215,0.413,1213,0.8667,304,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Male,Rural,Quintile 2,,,,,0.7047,0.5304,,,,,0.0655,0.0952,0.2087,0.0528,0.0523,0.1871,,,,,,,228,228,228,,,,,0,,0,0.1293,557,0.8703,339,0.6983,221,0,199,0,199,0,180,0.1926,242,0.3156,849,0.8989,351,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Male,Rural,Quintile 3,,,,,0.8247,0.5826,,,,,0.0738,0.0818,0.1172,0.0374,0.0528,0.1896,,,,,,,240,240,240,,,,,0,,0,0.1596,463,0.9032,326,0.7631,227,0,185,0,185,0,148,0.3038,244,0.3594,651,0.9349,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Male,Rural,Quintile 4,,,,,0.8238,0.7501,,,,,0.0895,0.0164,0.0368,0.0295,0.0213,0.1042,,,,,,,199,199,199,,,,,0,,0,0.0989,330,0.9112,270,0.8533,222,0,178,0,178,0,141,0.4943,213,0.3121,497,0.9857,356,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Male,Rural,Quintile 5,,,,,0.9572,0.9346,,,,,0.0988,0.0129,0.0184,0.0104,0.035,0.0581,,,,,,,137,137,137,,,,,0,,0,0.0563,210,0.9789,152,0.876,135,0,117,0,117,0,147,0.6115,124,0.1739,318,1,284,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Male,Urban,Quintile 1,,,,,,,,,,,,,,0.2417,0.1047,0.4117,,,,,,,17,17,17,,,,,0,,0,0.3128,50,,21,,8,,25,,25,,18,,16,0.4117,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Male,Urban,Quintile 2,,,,,0.5053,,,,,,,,,0.024,0.1706,0.4961,,,,,,,12,12,12,,,,,0,,0,0.0556,40,,18,,14,,15,,15,,12,,17,0.2666,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Male,Urban,Quintile 3,,,,,0.838,0.6936,,,,,0.0653,0.0591,0.2055,0.0507,0.0567,0.1523,,,,,,,69,69,69,,,,,0,,0,0.1962,90,0.8833,57,0.5964,50,0,51,0,51,0,33,0.1779,66,0.4007,136,0.9064,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Male,Urban,Quintile 4,,,,,0.8598,0.6349,,,,,0.0792,0.0611,0.1281,0.0428,0.0395,0.1876,,,,,,,192,192,192,,,,,0,,0,0.1911,200,0.9036,178,0.8892,156,0,138,0,138,0,98,0.4063,176,0.339,286,0.9755,210,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Sex & Wealth,Male,Urban,Quintile 5,,,,,0.924,0.9072,,,,,0.1013,0.0059,0.0104,0.0103,0.011,0.0615,,,,,,,327,327,327,,,,,0,,0,0.0449,361,0.9651,334,0.9649,343,0,270,0,270,0,280,0.6439,330,0.1421,552,0.9989,600,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Wealth,,Rural,Quintile 1,,,,,0.5851,0.3581,,,,,0.0367,0.4284,0.517,0.1398,0.1204,0.313,,,,,,,600,600,600,,,,,0,,0,0.1754,1646,0.8248,677,0.6572,322,0,555,0,555,0,574,0.1047,614,0.3807,2421,0.7121,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Central and Southern Asia,Low income countries,Nepal,DHS,2011,,,Location & Wealth,,Rural,Quintile 2,,,,,0.6709,0.4917,,,,,0.0508,0.2724,0.3716,0.1049,0.0919,0.2516,,,,,,,642,642,642,,,,,0,,0,0.1621,1121,0.8666,725,0.7136,459,0,529,0,529,0,430,0.1319,674,0.3346,1651,0.8185,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,
